ESS,TP_loss,TP_valid_windows,TP_valid_windows_max,TP_valid_windows_min,action_error_order1_max,action_error_order1_mean,action_norm,actor_frozen,actor_grad_norm,actor_log_std_max,actor_log_std_mean,actor_log_std_min,actor_update_skipped,advantages_mean,advantages_std,anchor_loss,any_landed,approx_kl,capture_progress_reward,catch_reward,close_reward,cmd_norm,collision,collision_drone,collision_floor,collision_penalty,collision_wall,coop_reward,critic_grad_norm,curriculum_capture_step_ema,curriculum_eval_max_pursuer_collisions_count,curriculum_eval_promote_eligible,curriculum_eval_promote_pass,curriculum_eval_promote_streak,curriculum_eval_promoted,curriculum_eval_success_threshold,curriculum_pursuer_speed,curriculum_stage,curriculum_stage_after_eval,curriculum_success_ema,curriculum_target_speed,d_i_mean,d_i_min,distance_threshold_L,effective_actor_log_std_stage_frames,effective_actor_log_std_target,effective_actor_lr,effective_critic_lr,effective_entropy_coef,effective_expert_kl_coef,effective_expert_kl_stage_frames,entropy,expert_action_mse,expert_kl_loss,explained_var,first_capture_step,frame,goal_penalty,goal_progress_reward,goal_reached,kl_penalty,landed_penalty,n_agents_ahead_mean,out_of_arena,phi_block,phi_pressure,phi_spread,phi_team,policy_loss,pursuer_collisions_count,return,smoothness_coef,smoothness_max,smoothness_mean,smoothness_reward,speed_reward,spread_reward,success,success_ema_for_entropy,sum_detect_step,target_predicted_error,terminal_reward,time_penalty,urgent_block_rate,value_loss,value_running_mean
1.0,0.0003299321688245982,58397.0,59.0,54.0,,,0.5625596642494202,1.0,0.0,-3.9423282146453857,-3.9423282146453857,-3.9423282146453857,1.0,-6.756053447723389,16.630634307861328,0.0,,0.0,,,,0.5625596642494202,,,,,,,0.4348747432231903,,,,,,,,,,,,,,,,720896.0,-3.94232832,6.622016000000001e-05,0.0005,0.01,0.39666585600000004,720896.0,-10.093559265136719,0.0,0.0,0.926373302936554,,720896.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.2220131754875183,,,,,,0.007671655621379614,-34.30459976196289
1.0,0.0003236107004340738,59356.0,59.0,54.0,0.37094646692276,0.04998330771923065,0.6210811138153076,1.0,0.0,-3.9370853900909424,-3.9370853900909424,-3.9370853900909424,1.0,-13.928821563720703,13.574532508850098,0.0,0.01750972680747509,0.0,-0.0647972971200943,0.0,-0.0647972971200943,0.6210811138153076,0.6127686500549316,0.019947057589888573,0.5925507545471191,-1.1950603723526,0.006011497229337692,0.0005283794016577303,0.41316065192222595,102.19392395019531,,,,,,,1.0,2.0,,0.11768698692321777,1.0,0.013895323500037193,-0.03495039790868759,0.0,786432.0,-3.93708544,6.769472e-05,0.0005,0.01,0.39636275200000004,786432.0,-10.072587013244629,0.0,0.0,0.9256658554077148,1200.0,786432.0,-0.07331393659114838,-0.022821670398116112,0.9824903011322021,0.0,-0.001308498322032392,2.9509496688842773,0.0077821011655032635,0.06831773370504379,0.08004684746265411,0.06902588158845901,0.05094172805547714,0.0,12.303502082824707,-375.1814880371094,0.0,0.22566460072994232,0.014942053705453873,0.0,-0.007263326086103916,0.013805175200104713,0.0,0.2220131754875183,0.0,0.11480662971735,-0.07331393659114838,-0.0005827740533277392,0.0,0.008191393688321114,-34.69482421875
1.0,0.00018212619761470705,59808.0,59.0,54.0,,,0.569676399230957,1.0,0.0,-3.931842565536499,-3.931842565536499,-3.931842565536499,1.0,-11.141619682312012,14.234482765197754,0.0,,0.0,,,,0.569676399230957,,,,,,,0.4042358696460724,,,,,,,,,,,,,,,,851968.0,-3.93184256,6.916928000000001e-05,0.0005,0.01,0.39605964800000004,851968.0,-10.051616668701172,0.0,0.0,0.924133837223053,,851968.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.21091251671314237,,,,,,0.007616358809173107,-35.29194259643555
1.0,0.0001651555794524029,59561.0,59.0,54.0,,,0.527519941329956,1.0,0.0,-3.9265997409820557,-3.9265997409820557,-3.9265997409820557,1.0,-4.879491806030273,13.078869819641113,0.0,,0.0,,,,0.527519941329956,,,,,,,0.20470687747001648,,,,,,,,,,,,,,,,917504.0,-3.92659968,7.064384e-05,0.0005,0.01,0.39575654400000004,917504.0,-10.030646324157715,0.0,0.0,0.9576088190078735,,917504.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.21091251671314237,,,,,,0.0049461424350738525,-35.84565353393555
1.0,0.00020256609423086047,58702.0,59.0,54.0,,,0.5717576146125793,1.0,0.0,-3.9213569164276123,-3.9213569164276123,-3.9213569164276123,1.0,-5.1180620193481445,14.47435474395752,0.0,,0.0,,,,0.5717576146125793,,,,,,,0.30499452352523804,,,,,,,,,,,,,,,,983040.0,-3.9213568,7.21184e-05,0.0005,0.01,0.39545344000000004,983040.0,-10.009674072265625,0.0,0.0,0.9495033025741577,,983040.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.21091251671314237,,,,,,0.006172046530991793,-36.321529388427734
1.0,0.00021756620844826102,59370.0,59.0,54.0,,,0.6052428483963013,1.0,0.0,-3.91611385345459,-3.91611385345459,-3.91611385345459,1.0,-8.14844036102295,14.122642517089844,0.0,,0.0,,,,0.6052428483963013,,,,,,,0.2927952706813812,,,,,,,,,,,,,,,,1048576.0,-3.91611392,7.359296e-05,0.0005,0.01,0.39515033600000005,1048576.0,-9.988700866699219,0.0,0.0,0.9502043724060059,,1048576.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.21091251671314237,,,,,,0.006703633815050125,-36.92973327636719
1.0,0.0001835360744735226,59803.0,59.0,54.0,0.3856736421585083,0.05130096897482872,0.5643060207366943,1.0,0.0,-3.9108710289001465,-3.9108710289001465,-3.9108710289001465,1.0,-5.142714500427246,13.2588529586792,0.0,0.021052632480859756,0.0,-0.06519730389118195,0.0,-0.06519730389118195,0.5643060207366943,0.6270725131034851,0.01021906454116106,0.6116175651550293,-1.224426507949829,0.00019599453662522137,0.00047642411664128304,0.39568477869033813,106.2157211303711,,,,,,,1.0,2.0,,0.014982929453253746,1.0,0.012079698033630848,-0.03657132759690285,0.0,1114112.0,-3.91087104,7.506752e-05,0.0005,0.01,0.39484723200000005,1114112.0,-9.967728614807129,0.0,0.0,0.9486979246139526,1200.0,1114112.0,-0.07623070478439331,-0.02392573095858097,0.9789474010467529,0.0,-0.0015792809426784515,2.9819393157958984,0.001754386001266539,0.060339637100696564,0.07259675860404968,0.06664671748876572,0.046613555401563644,0.0,4.921929836273193,-371.4693603515625,0.0,0.2219163328409195,0.015836143866181374,0.0,-0.007735163904726505,0.013329343870282173,0.0,0.21091251671314237,0.0,0.09303493052721024,-0.07623070478439331,-0.0005486641312018037,0.0,0.005964020267128944,-37.60966491699219
1.0,0.00016843857883941382,59335.0,59.0,54.0,,,0.5343722701072693,1.0,0.0,-3.905628204345703,-3.905628204345703,-3.905628204345703,1.0,-2.5664541721343994,10.669113159179688,0.0,,0.0,,,,0.5343722701072693,,,,,,,0.5095341205596924,,,,,,,,,,,,,,,,1179648.0,-3.90562816,7.654208e-05,0.0005,0.01,0.39454412800000005,1179648.0,-9.946758270263672,0.0,0.0,0.9770481586456299,,1179648.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.20036689087748524,,,,,,0.003954818472266197,-38.188499450683594
1.0,0.00017376297910232097,58870.0,59.0,54.0,,,0.5819073915481567,1.0,0.0,-3.9003853797912598,-3.9003853797912598,-3.9003853797912598,1.0,-4.471184730529785,10.88111400604248,0.0,,0.0,,,,0.5819073915481567,,,,,,,0.4852776825428009,,,,,,,,,,,,,,,,1245184.0,-3.90038528,7.801664e-05,0.0005,0.01,0.394241024,1245184.0,-9.925787925720215,0.0,0.0,0.9786631464958191,,1245184.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.20036689087748524,,,,,,0.0036313673481345177,-38.78347396850586
1.0,0.00016750530630815774,59215.0,59.0,54.0,,,0.5912017226219177,1.0,0.0,-3.8951423168182373,-3.8951423168182373,-3.8951423168182373,1.0,-0.0672900527715683,24.64160919189453,0.0,,0.0,,,,0.5912017226219177,,,,,,,0.2745949327945709,,,,,,,,,,,,,,,,1310720.0,-3.8951424,7.94912e-05,0.0005,0.01,0.39393792,1310720.0,-9.904815673828125,0.0,0.0,0.8653138279914856,,1310720.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.20036689087748524,,,,,,0.022106142714619637,-39.4972038269043
1.0,0.00011899898527190089,59842.0,59.0,54.0,,,0.5747093558311462,1.0,0.0,-3.889899492263794,-3.889899492263794,-3.889899492263794,1.0,-2.1955909729003906,11.828568458557129,0.0,,0.0,,,,0.5747093558311462,,,,,,,0.543197512626648,,,,,,,,,,,,,,,,1376256.0,-3.88989952,8.096576000000001e-05,0.0005,0.01,0.393634816,1376256.0,-9.883843421936035,0.0,0.0,0.9544949531555176,,1376256.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.20036689087748524,,,,,,0.005453200079500675,-40.21517562866211
1.0,0.00012357407831586897,59079.0,59.0,54.0,0.3833938241004944,0.05241844058036804,0.5474847555160522,1.0,0.0,-3.8846566677093506,-3.8846566677093506,-3.8846566677093506,1.0,-0.31374725699424744,10.515511512756348,0.0,0.008835341781377792,0.0,-0.0637650340795517,0.0,-0.0637650340795517,0.5474847555160522,0.6435270309448242,0.016851427033543587,0.6285880208015442,-1.2587924003601074,0.00017788645345717669,0.00045611304813064635,1.5623228549957275,105.03553009033203,,,,,,,1.0,2.0,,0.04149084538221359,1.0,0.01134039182215929,-0.035538848489522934,0.0,1441792.0,-3.88465664,8.244032e-05,0.0005,0.01,0.393331712,1441792.0,-9.862873077392578,0.0,0.0,0.9386299252510071,1200.0,1441792.0,-0.075289785861969,-0.02364267222583294,0.9502007961273193,0.0,-0.0006564117502421141,2.9795992374420166,0.0016064257360994816,0.05758633464574814,0.07023488730192184,0.06438229978084564,0.044878751039505005,0.0,14.762248992919922,-425.38995361328125,0.0,0.22289370000362396,0.014467773959040642,0.0,-0.007418135646730661,0.012876460328698158,0.0,0.20036689087748524,0.0,0.08542805165052414,-0.07556288689374924,-0.0006099632591940463,0.0,0.011103887110948563,-40.832969665527344
1.0,0.00011586302571231499,59142.0,59.0,54.0,,,0.5879870653152466,1.0,0.0,-3.8794138431549072,-3.8794138431549072,-3.8794138431549072,1.0,-1.5637067556381226,11.232528686523438,0.0,,0.0,,,,0.5879870653152466,,,,,,,0.20998889207839966,,,,,,,,,,,,,,,,1507328.0,-3.87941376,8.391488e-05,0.0005,0.01,0.393028608,1507328.0,-9.841902732849121,0.0,0.0,0.9720890522003174,,1507328.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.19034854633361098,,,,,,0.004392917733639479,-41.47127914428711
1.0,0.00015008632908575237,59319.0,59.0,54.0,,,0.5809617042541504,1.0,0.0,-3.8741707801818848,-3.8741707801818848,-3.8741707801818848,1.0,-1.4549716711044312,11.897120475769043,0.0,,0.0,,,,0.5809617042541504,,,,,,,0.15319514274597168,,,,,,,,,,,,,,,,1572864.0,-3.87417088,8.538944000000001e-05,0.0005,0.01,0.392725504,1572864.0,-9.820929527282715,0.0,0.0,0.9725134968757629,,1572864.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.19034854633361098,,,,,,0.004613481927663088,-42.173763275146484
1.0,0.0001260530116269365,59749.0,59.0,54.0,,,0.5631380081176758,1.0,0.0,-3.8689279556274414,-3.8689279556274414,-3.8689279556274414,1.0,-0.6997436881065369,14.882613182067871,0.0,,0.0,,,,0.5631380081176758,,,,,,,0.27036651968955994,,,,,,,,,,,,,,,,1638400.0,-3.868928,8.6864e-05,0.0005,,0.3924224,1638400.0,-9.799957275390625,0.0,0.0,0.9456830620765686,,1638400.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.19034854633361098,,,,,,0.00831510964781046,-42.861106872558594
1.0,0.00013034461881034076,58954.0,59.0,54.0,,,0.553909957408905,1.0,0.0,-3.863685131072998,-3.863685131072998,-3.863685131072998,1.0,-0.04441094025969505,15.344995498657227,0.0,,0.0,,,,0.553909957408905,,,,,,,0.8876203894615173,,1.0,0.0,0.0,0.0,0.0,0.8,,,2.0,,,,,,1703936.0,-3.86368512,8.833856e-05,0.0005,0.01,0.392119296,1703936.0,-9.778985023498535,0.0,0.0,0.9465919733047485,,1700000.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.19034854633361098,,,,,,0.01045270450413227,-43.48049545288086
1.0,0.00013404351193457842,60346.0,59.0,54.0,,,0.4116057753562927,1.0,0.0,-3.8584423065185547,-3.8584423065185547,-3.8584423065185547,1.0,10.102787971496582,15.856213569641113,0.0,,0.0,,,,0.4116057753562927,,,,,,,0.22101850807666779,,,,,,,,,,,,,,,,1769472.0,-3.85844224,8.981312000000001e-05,0.0005,0.01,0.391816192,1769472.0,-9.758014678955078,0.0,0.0,0.17155933380126953,,1769472.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.19034854633361098,,,,,,0.010035066865384579,-44.00700378417969
1.0,0.00012268693535588682,59898.0,59.0,54.0,,,0.7085363864898682,1.0,0.0,-3.8531992435455322,-3.8531992435455322,-3.8531992435455322,1.0,9.615838050842285,19.619009017944336,0.0,,0.0,,,,0.7085363864898682,,,,,,,0.21563564240932465,,,,,,,,,,,,,,,,1835008.0,-3.85319936,9.128768e-05,0.0005,0.01,0.391513088,1835008.0,-9.737044334411621,0.0,0.0,0.5806298851966858,,1835008.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.19034854633361098,,,,,,0.015869755297899246,-44.63443374633789
1.0,0.00019847718067467213,60387.0,59.0,54.0,,,0.5113920569419861,1.0,0.0,-3.847956418991089,-3.847956418991089,-3.847956418991089,1.0,18.059249877929688,10.252988815307617,0.0,,0.0,,,,0.5113920569419861,,,,,,,0.5571732521057129,,,,,,,,,,,,,,,,1900544.0,-3.84795648,9.276224000000001e-05,0.0005,0.01,0.391209984,1900544.0,-9.716072082519531,0.0,0.0,0.9018694758415222,,1900000.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.19034854633361098,,,,,,0.007939595729112625,-45.20009994506836
1.0,0.00022744455782230943,60180.0,59.0,54.0,,,0.5491483211517334,1.0,0.0,-3.8427135944366455,-3.8427135944366455,-3.8427135944366455,1.0,6.433816909790039,12.31921100616455,0.0,,0.0,,,,0.5491483211517334,,,,,,,0.21151097118854523,,,,,,,,,,,,,,,,1966080.0,-3.8427136,9.423680000000001e-05,0.0005,0.01,0.39090688,1966080.0,-9.695099830627441,0.0,0.0,0.9069690108299255,,1966080.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.19034854633361098,,,,,,0.004499238915741444,-45.608707427978516
1.0,0.00021169155661482364,60131.0,59.0,54.0,0.3716488778591156,0.0548924021422863,0.5333414077758789,1.0,0.0,-3.837470769882202,-3.837470769882202,-3.837470769882202,1.0,-5.814745903015137,14.40096378326416,0.0,0.011404134333133698,0.0,-0.04794250801205635,0.06075461581349373,-0.04794250801205635,0.5333414077758789,0.39841723442077637,0.026513636112213135,0.365106999874115,-0.7523777484893799,0.0007109931902959943,0.0012071698438376188,0.2976710796356201,100.68028259277344,,,,,,,1.0,2.0,,0.057109881192445755,1.0,0.042975325137376785,-0.01986021175980568,0.0,2031616.0,-3.8374707200000002,9.571136e-05,0.0005,0.01,0.390603776,2031616.0,-9.674129486083984,0.0,0.0,0.7771735787391663,1079.541015625,2031616.0,-0.061797793954610825,-0.02002088353037834,0.8709907531738281,0.0,-0.0006663151434622705,2.8580093383789062,0.0007127583958208561,0.13553327322006226,0.12753485143184662,0.116546630859375,0.08826460689306259,0.0,12.289380073547363,-265.0779113769531,0.0,0.2192741334438324,0.01186395063996315,0.0,-0.006810817401856184,0.02330932952463627,0.10691376030445099,0.19034854633361098,0.0,0.0723651722073555,-0.0011144571471959352,-0.0005801809020340443,0.0,0.006803780794143677,-46.09002685546875
1.0,0.0001550775923533365,58224.0,59.0,54.0,,,0.5301978588104248,1.0,0.0,-3.832227945327759,-3.832227945327759,-3.832227945327759,1.0,0.6183452606201172,20.808950424194336,0.0,,0.0,,,,0.5301978588104248,,,,,,,0.6818406581878662,,,,,,,,,,,,,,,,2097152.0,-3.83222784,9.718592e-05,0.0005,0.01,0.390300672,2097152.0,-9.653159141540527,0.0,0.0,0.8367301225662231,,2100000.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.18617680703215297,,,,,,0.014617238193750381,-46.534908294677734
1.0,0.00010306548210792243,59242.0,59.0,54.0,,,0.6180377006530762,1.0,0.0,-3.8269848823547363,-3.8269848823547363,-3.8269848823547363,1.0,-4.0071024894714355,11.258472442626953,0.0,,0.0,,,,0.6180377006530762,,,,,,,0.178414449095726,,,,,,,,,,,,,,,,2162688.0,-3.82698496,9.866048e-05,0.0005,0.01,0.389997568,2162688.0,-9.632185935974121,0.0,0.0,0.9655113816261292,,2162688.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.18617680703215297,,,,,,0.004124775994569063,-47.08758544921875
1.0,8.15732273622416e-05,59895.0,59.0,54.0,,,0.5674409866333008,1.0,0.0,-3.821742057800293,-3.821742057800293,-3.821742057800293,1.0,-6.792536735534668,13.067866325378418,0.0,,0.0,,,,0.5674409866333008,,,,,,,0.2951357364654541,,,,,,,,,,,,,,,,2228224.0,-3.82174208,0.00010013504,0.0005,0.01,0.389694464,2228224.0,-9.611213684082031,0.0,0.0,0.9364097714424133,,2228224.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.18617680703215297,,,,,,0.00631799828261137,-47.771484375
1.0,6.12868316238746e-05,59832.0,59.0,54.0,,,0.5259708166122437,1.0,0.0,-3.8164992332458496,-3.8164992332458496,-3.8164992332458496,1.0,-3.3103995323181152,9.831524848937988,0.0,,0.0,,,,0.5259708166122437,,,,,,,0.1059584766626358,,,,,,,,,,,,,,,,2293760.0,-3.8164992,0.0001016096,0.0005,0.01,0.38939136,2293760.0,-9.590241432189941,0.0,0.0,0.9791508316993713,,2293760.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.18617680703215297,,,,,,0.0026629867497831583,-48.387451171875
1.0,9.445983596378937e-05,58457.0,59.0,54.0,0.3689311742782593,0.056103844195604324,0.5698893666267395,1.0,0.0,-3.8112564086914062,-3.8112564086914062,-3.8112564086914062,1.0,-0.3686205744743347,13.818222999572754,0.0,0.025800712406635284,0.0,-0.06289248913526535,0.0,-0.06289248913526535,0.5698893666267395,0.5588989853858948,0.0217826496809721,0.5270044207572937,-1.0733695030212402,0.009923790581524372,0.0006546207005158067,0.1716129332780838,104.63180541992188,,,,,,,1.0,2.0,,0.05144160985946655,1.0,0.019202621653676033,-0.0292521882802248,0.0,2359296.0,-3.81125632,0.00010308415999999999,0.0005,0.01,0.389088256,2359296.0,-9.569271087646484,0.0,0.0,0.9665968418121338,1200.0,2359296.0,-0.06755979359149933,-0.021166829392313957,0.9741992950439453,0.0,-0.0018942224560305476,2.948511838912964,0.0026690391823649406,0.07950496673583984,0.09117534011602402,0.069847472012043,0.05680374056100845,0.0,13.057828903198242,-358.3232116699219,0.0,0.22604632377624512,0.016361558809876442,0.0,-0.007151763886213303,0.01396949402987957,0.0,0.18617680703215297,0.0,0.07630579173564911,-0.06755979359149933,-0.0006310795433819294,0.0,0.005340344738215208,-48.93541717529297
1.0,0.00011362663644831628,59374.0,59.0,54.0,,,0.6165410876274109,1.0,0.0,-3.806013345718384,-3.806013345718384,-3.806013345718384,1.0,-3.6237361431121826,14.645512580871582,0.0,,0.0,,,,0.6165410876274109,,,,,,,0.12884727120399475,,,,,,,,,,,,,,,,2424832.0,-3.80601344,0.00010455872000000001,0.0005,0.01,0.388785152,2424832.0,-9.548300743103027,0.0,0.0,0.9563841819763184,,2424832.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.17686796668054533,,,,,,0.0065797800198197365,-49.64133071899414
