frame,effective_expert_kl_coef,expert_kl_loss,expert_action_mse,approx_kl,entropy,actor_grad_norm,effective_actor_lr,effective_critic_lr,TP_loss
46137344,0.24144384264945984,2.6267359256744385,0.11820313334465027,0.0028207062277942896,-5.499906539916992,36.5040168762207,0.00019999999494757503,0.0005000000237487257,2.5211949832737446e-05
46202880,0.24115711450576782,1.2682548761367798,0.05707147717475891,0.003407432232052088,-5.499582290649414,26.323606491088867,0.00019999999494757503,0.0005000000237487257,0.0001682347065070644
46268416,0.240870401263237,1.1036202907562256,0.04966291785240173,0.004390501882880926,-5.5012664794921875,23.37501335144043,0.00019999999494757503,0.0005000000237487257,0.00010370348900323734
46333952,0.24058367311954498,0.47221800684928894,0.021249810233712196,0.002042410895228386,-5.502048492431641,32.35759735107422,0.00019999999494757503,0.0005000000237487257,0.00020944568677805364
46399488,0.24029695987701416,0.2328881174325943,0.010479966178536415,0.0024016567040234804,-5.502703666687012,27.208463668823242,0.00019999999494757503,0.0005000000237487257,0.0001023587683448568
46465024,0.24001024663448334,0.1895027756690979,0.008527625352144241,0.003338109701871872,-5.507483005523682,21.815975189208984,0.00019999999494757503,0.0005000000237487257,0.0001095791594707407
46530560,0.23972351849079132,0.3845888078212738,0.0173064973205328,0.0029679294675588608,-5.511157989501953,22.604557037353516,0.00019999999494757503,0.0005000000237487257,0.00010604344424791634
46596096,0.2394368052482605,0.4034157693386078,0.018153708428144455,0.0036389813758432865,-5.5146002769470215,23.746795654296875,0.00019999999494757503,0.0005000000237487257,6.973712152102962e-05
46661632,0.23915007710456848,0.35223478078842163,0.015850568190217018,0.0025390321388840675,-5.520444393157959,27.353527069091797,0.00019999999494757503,0.0005000000237487257,7.871478737797588e-05
46727168,0.23886336386203766,0.16994547843933105,0.007647546008229256,0.0035555369686335325,-5.521876335144043,25.762638092041016,0.00019999999494757503,0.0005000000237487257,0.0001852508430602029
46792704,0.23857663571834564,0.17846541106700897,0.00803094357252121,0.0028633875772356987,-5.523530960083008,18.218740463256836,0.00019999999494757503,0.0005000000237487257,0.0001529138971818611
46858240,0.23828992247581482,0.16006596386432648,0.007202968001365662,0.0036741462536156178,-5.526290416717529,17.729976654052734,0.00019999999494757503,0.0005000000237487257,7.888161053415388e-05
46923776,0.2380031943321228,0.30539587140083313,0.01374281570315361,0.003123836126178503,-5.52961540222168,21.0255126953125,0.00019999999494757503,0.0005000000237487257,7.25954887457192e-05
46989312,0.23771648108959198,0.3632480204105377,0.01634616032242775,0.0028499311301857233,-5.534405708312988,20.65228271484375,0.00019999999494757503,0.0005000000237487257,4.2657087760744616e-05
47054848,0.23742975294589996,0.21100705862045288,0.009495317935943604,0.003510857932269573,-5.538400173187256,21.975683212280273,0.00019999999494757503,0.0005000000237487257,0.00011154005187563598
47120384,0.23714303970336914,0.1958998441696167,0.008815493434667587,0.002948648761957884,-5.538234710693359,20.85755729675293,0.00019999999494757503,0.0005000000237487257,0.00010802064934978262
47185920,0.23685632646083832,0.2829115390777588,0.012731019407510757,0.004708726890385151,-5.537572383880615,31.382314682006836,0.00019999999494757503,0.0005000000237487257,5.4547803301829845e-05
47251456,0.2365695983171463,0.5545005202293396,0.024952523410320282,0.0037534162402153015,-5.543588638305664,25.37501335144043,0.00019999999494757503,0.0005000000237487257,2.1570063836406916e-05
47316992,0.23628288507461548,0.2631972134113312,0.011843876913189888,0.0028559176716953516,-5.551444053649902,24.780763626098633,0.00019999999494757503,0.0005000000237487257,4.887742397841066e-05
47382528,0.23599615693092346,0.20781037211418152,0.009351467713713646,0.003656175918877125,-5.553840160369873,23.27923583984375,0.00019999999494757503,0.0005000000237487257,0.0001868643594207242
47448064,0.23570944368839264,0.20827344059944153,0.009372304193675518,0.004032648168504238,-5.555752277374268,25.740554809570312,0.00019999999494757503,0.0005000000237487257,0.00018665676179807633
47513600,0.23542271554470062,0.1881050318479538,0.008464726619422436,0.003669902216643095,-5.557683944702148,22.89053726196289,0.00019999999494757503,0.0005000000237487257,5.684246207238175e-05
47579136,0.2351360023021698,0.2077455222606659,0.009348548017442226,0.003178087994456291,-5.561244487762451,22.04393768310547,0.00019999999494757503,0.0005000000237487257,0.0002258463209727779
47644672,0.23484927415847778,2.9766106605529785,0.133947491645813,0.003083375981077552,-5.568026542663574,38.524070739746094,0.00019999999494757503,0.0005000000237487257,8.153326052706689e-05
47710208,0.23456256091594696,3.0201785564422607,0.13590803742408752,0.004194535315036774,-5.570068836212158,56.71299743652344,0.00019999999494757503,0.0005000000237487257,2.3810172933735885e-05
47775744,0.23427583277225494,2.757266044616699,0.12407699227333069,0.004903644323348999,-5.572702407836914,38.896080017089844,0.00019999999494757503,0.0005000000237487257,1.8507476852391846e-05
47841280,0.23398911952972412,1.2967705726623535,0.058354683220386505,0.0025409923400729895,-5.5783514976501465,25.869247436523438,0.00019999999494757503,0.0005000000237487257,0.00017524216673336923
47906816,0.2337024062871933,1.41544508934021,0.0636950358748436,0.004004776012152433,-5.580958843231201,20.31812858581543,0.00019999999494757503,0.0005000000237487257,8.924270514398813e-05
47972352,0.23341567814350128,0.48587295413017273,0.021864285692572594,0.0020706444047391415,-5.584542274475098,34.31589126586914,0.00019999999494757503,0.0005000000237487257,0.0001676613901508972
48037888,0.23312896490097046,0.28723523020744324,0.012925585731863976,0.002175022615119815,-5.591277122497559,33.14354705810547,0.00019999999494757503,0.0005000000237487257,9.170886187348515e-05
48103424,0.23284223675727844,0.21443746984004974,0.009649686515331268,0.0034395051188766956,-5.596814155578613,27.32227897644043,0.00019999999494757503,0.0005000000237487257,6.3648636569269e-05
48168960,0.23255552351474762,0.14231446385383606,0.006404150277376175,0.0023586349561810493,-5.601567268371582,27.82646942138672,0.00019999999494757503,0.0005000000237487257,0.00011916423682123423
48234496,0.2322687953710556,0.5624822378158569,0.025311700999736786,0.003452415345236659,-5.600442409515381,33.853599548339844,0.00019999999494757503,0.0005000000237487257,0.00021244669915176928
48300032,0.23198208212852478,0.5936095714569092,0.026712428778409958,0.0039521330036222935,-5.6003804206848145,28.88858985900879,0.00019999999494757503,0.0005000000237487257,0.0001308501960011199
48365568,0.23169535398483276,0.32303139567375183,0.014536413364112377,0.002846843097358942,-5.602914333343506,31.309852600097656,0.00019999999494757503,0.0005000000237487257,0.0001539193035569042
48431104,0.23140864074230194,0.3067060112953186,0.013801771216094494,0.030805915594100952,-5.607758522033691,10.262614250183105,0.00019999999494757503,0.0005000000237487257,0.00032392906723544
48496640,0.23112191259860992,0.26220107078552246,0.011799048632383347,0.00404077535495162,-5.6072869300842285,23.647502899169922,0.00019999999494757503,0.0005000000237487257,0.0001682624570094049
48562176,0.2308351993560791,0.2058054655790329,0.00926124770194292,0.0028065091464668512,-5.610177993774414,24.06462287902832,0.00019999999494757503,0.0005000000237487257,6.554935680469498e-05
48627712,0.23054848611354828,0.2079705446958542,0.00935867428779602,0.0030184020288288593,-5.6165452003479,24.61141014099121,0.00019999999494757503,0.0005000000237487257,0.00019475966109894216
48693248,0.23026175796985626,0.16594946384429932,0.007467726245522499,0.0029274499975144863,-5.6203718185424805,23.22323989868164,0.00019999999494757503,0.0005000000237487257,0.00019319370039738715
48758784,0.22997504472732544,0.20068536698818207,0.00903084222227335,0.003325663274154067,-5.622654914855957,24.994373321533203,0.00019999999494757503,0.0005000000237487257,0.00017497205408290029
48824320,0.22968831658363342,0.24813102185726166,0.011165897361934185,0.0030036731623113155,-5.623045444488525,19.517057418823242,0.00019999999494757503,0.0005000000237487257,9.066785423783585e-05
48889856,0.2294016033411026,0.768578827381134,0.03458604961633682,0.003882648656144738,-5.628952503204346,22.133766174316406,0.00019999999494757503,0.0005000000237487257,3.802519495366141e-05
48955392,0.22911487519741058,0.3112782835960388,0.014007523655891418,0.0033221470657736063,-5.628271102905273,24.55054473876953,0.00019999999494757503,0.0005000000237487257,5.3031624702271074e-05
49020928,0.22882816195487976,0.1914818435907364,0.008616683073341846,0.0033405753783881664,-5.6340556144714355,23.23601722717285,0.00019999999494757503,0.0005000000237487257,0.0002818068314809352
49086464,0.22854143381118774,0.22041478753089905,0.009918666444718838,0.0032785043586045504,-5.63452672958374,19.98601531982422,0.00019999999494757503,0.0005000000237487257,0.00041883927769958973
49152000,0.22825472056865692,0.23980695009231567,0.010791313834488392,0.002604262437671423,-5.637763977050781,21.42511749267578,0.00019999999494757503,0.0005000000237487257,0.0001298778661293909
49217536,0.2279680073261261,0.2115795612335205,0.009521080181002617,0.003077030647546053,-5.641870975494385,19.08835220336914,0.00019999999494757503,0.0005000000237487257,0.00027582573238760233
49283072,0.22768127918243408,2.9417736530303955,0.13237980008125305,0.003292233217507601,-5.647818088531494,37.62453079223633,0.00019999999494757503,0.0005000000237487257,7.660595292691141e-05
49348608,0.22739456593990326,3.042879104614258,0.13692957162857056,0.003238390665501356,-5.650384426116943,48.64760971069336,0.00019999999494757503,0.0005000000237487257,3.815879608737305e-05
49414144,0.22710783779621124,2.8782365322113037,0.12952065467834473,0.003418504958972335,-5.654284954071045,26.773740768432617,0.00019999999494757503,0.0005000000237487257,2.0945131836924702e-05
49479680,0.22682112455368042,1.5335816144943237,0.06901117414236069,0.0033065122552216053,-5.657782077789307,30.958547592163086,0.00019999999494757503,0.0005000000237487257,0.00018182906205765903
49545216,0.2265343964099884,1.8024790287017822,0.08111156523227692,0.0037147924304008484,-5.659809112548828,21.667997360229492,0.00019999999494757503,0.0005000000237487257,8.362606604350731e-05
49610752,0.22624768316745758,0.6070706844329834,0.027318183332681656,0.0020603316370397806,-5.66387414932251,35.81941604614258,0.00019999999494757503,0.0005000000237487257,0.0001472534058848396
49676288,0.22596095502376556,0.29420697689056396,0.013239312916994095,0.003341483883559704,-5.666840553283691,43.19072723388672,0.00019999999494757503,0.0005000000237487257,6.82895552017726e-05
49741824,0.22567424178123474,0.24821271002292633,0.011169572360813618,0.002364251296967268,-5.6703643798828125,29.284074783325195,0.00019999999494757503,0.0005000000237487257,5.632240936392918e-05
49807360,0.22538751363754272,0.19212007522583008,0.008645403198897839,0.0023082755506038666,-5.673796653747559,31.469390869140625,0.00019999999494757503,0.0005000000237487257,9.896370465867221e-05
49872896,0.2251008003950119,0.641675591468811,0.028875403106212616,0.002473595319315791,-5.675378322601318,29.698583602905273,0.00019999999494757503,0.0005000000237487257,0.0002613338874652982
49938432,0.22481408715248108,0.8259218335151672,0.03716648370027542,0.003942200914025307,-5.680361270904541,32.698299407958984,0.00019999999494757503,0.0005000000237487257,0.0001198580430354923
50003968,0.22452735900878906,0.4456079304218292,0.020052358508110046,0.002413924317806959,-5.680752277374268,26.49666404724121,0.00019999999494757503,0.0005000000237487257,8.802425873000175e-05
50069504,0.22424064576625824,0.3206493556499481,0.01442921906709671,0.004280315712094307,-5.680666446685791,27.863826751708984,0.00019999999494757503,0.0005000000237487257,0.00030893817893229425
50135040,0.22395391762256622,0.2863834798336029,0.012887257151305676,0.0044585042633116245,-5.685520648956299,25.09484100341797,0.00019999999494757503,0.0005000000237487257,0.00015515342238359153
50200576,0.2236672043800354,1.0240414142608643,0.04608186334371567,0.0027616112492978573,-5.688235759735107,24.26741600036621,0.00019999999494757503,0.0005000000237487257,6.21555809630081e-05
50266112,0.22338047623634338,0.5670574307441711,0.02551758661866188,0.0036880664993077517,-5.69114875793457,29.988725662231445,0.00019999999494757503,0.0005000000237487257,6.19911152170971e-05
50331648,0.22309376299381256,0.23819631338119507,0.010718834586441517,0.00296976906247437,-5.692238807678223,21.089576721191406,0.00019999999494757503,0.0005000000237487257,0.0003090769168920815
50397184,0.22280703485012054,0.21464219689369202,0.009658899158239365,0.003242452396079898,-5.697837829589844,22.371442794799805,0.00019999999494757503,0.0005000000237487257,0.00014964990259613842
50462720,0.22252032160758972,0.21399034559726715,0.009629566222429276,0.004060473293066025,-5.6991143226623535,26.391313552856445,0.00019999999494757503,0.0005000000237487257,0.00012722922838293016
50528256,0.2222335934638977,0.7220113277435303,0.032490506768226624,0.0024264196399599314,-5.705285549163818,24.274730682373047,0.00019999999494757503,0.0005000000237487257,8.97225909284316e-05
50593792,0.22194688022136688,0.6879241466522217,0.030956584960222244,0.00342585239559412,-5.7070631980896,22.272502899169922,0.00019999999494757503,0.0005000000237487257,2.557051084295381e-05
50659328,0.22166016697883606,0.3761752247810364,0.016927888616919518,0.0036850939504802227,-5.706851959228516,28.79038429260254,0.00019999999494757503,0.0005000000237487257,7.500372885260731e-05
50724864,0.22137343883514404,0.2547602951526642,0.011464213952422142,0.0039603752084076405,-5.712617874145508,23.41185760498047,0.00019999999494757503,0.0005000000237487257,0.0005016929935663939
50790400,0.22108672559261322,0.7920464873313904,0.035642094910144806,0.0027743177488446236,-5.714481830596924,23.894018173217773,0.00019999999494757503,0.0005000000237487257,0.0003599052142817527
50855936,0.2207999974489212,0.4016338884830475,0.01807352527976036,0.0033257794566452503,-5.721638202667236,31.63542366027832,0.00019999999494757503,0.0005000000237487257,0.00012414705997798592
50921472,0.22051328420639038,2.965754747390747,0.1334589719772339,0.00493392301723361,-5.7261433601379395,43.02084732055664,0.00019999999494757503,0.0005000000237487257,7.328444917220622e-05
50987008,0.22022655606269836,3.0536885261535645,0.13741596043109894,0.002007775940001011,-5.728513240814209,35.0610466003418,0.00019999999494757503,0.0005000000237487257,3.5444296372588724e-05
51052544,0.21993984282016754,2.8031153678894043,0.12614020705223083,0.004505535587668419,-5.730508804321289,39.23908233642578,0.00019999999494757503,0.0005000000237487257,2.024530476774089e-05
51118080,0.21965311467647552,1.540311336517334,0.06931401044130325,0.002885357476770878,-5.734406471252441,23.389999389648438,0.00019999999494757503,0.0005000000237487257,0.0001785102067515254
51183616,0.2193664014339447,2.0134925842285156,0.0906071737408638,0.004334549885243177,-5.734369277954102,19.483680725097656,0.00019999999494757503,0.0005000000237487257,6.582344212802127e-05
51249152,0.21907967329025269,0.7443645000457764,0.03349640220403671,0.00225585768930614,-5.735770225524902,31.711854934692383,0.00019999999494757503,0.0005000000237487257,0.00011454758350737393
51314688,0.21879296004772186,0.253815621137619,0.011421704664826393,0.003526808461174369,-5.743365287780762,34.43072509765625,0.00019999999494757503,0.0005000000237487257,7.289859058801085e-05
51380224,0.21850624680519104,0.2760680913925171,0.012423064559698105,0.0018903635209426284,-5.748488903045654,31.066354751586914,0.00019999999494757503,0.0005000000237487257,5.406156196841039e-05
51445760,0.21821951866149902,0.40331536531448364,0.01814918965101242,0.002931751776486635,-5.752103805541992,28.280622482299805,0.00019999999494757503,0.0005000000237487257,4.375512071419507e-05
51511296,0.2179328054189682,0.42443808913230896,0.01909971609711647,0.003324533812701702,-5.749702453613281,22.585628509521484,0.00019999999494757503,0.0005000000237487257,0.00015174799773376435
51576832,0.21764607727527618,0.32091692090034485,0.014441261999309063,0.0021332264877855778,-5.754258155822754,29.186798095703125,0.00019999999494757503,0.0005000000237487257,0.0002565280010458082
51642368,0.21735936403274536,0.2727716863155365,0.012274726293981075,0.00338809029199183,-5.75770378112793,24.513874053955078,0.00019999999494757503,0.0005000000237487257,0.0003013780515175313
51707904,0.21707263588905334,0.23011514544487,0.010355181992053986,0.0037427369970828295,-5.762674331665039,23.037094116210938,0.00019999999494757503,0.0005000000237487257,0.00018543272744864225
51773440,0.21678592264652252,0.6642432808876038,0.02989094704389572,0.003389570862054825,-5.763766765594482,26.97966957092285,0.00019999999494757503,0.0005000000237487257,6.64309409330599e-05
51838976,0.2164991945028305,0.6679317355155945,0.03005692921578884,0.003238238859921694,-5.768106460571289,22.14190673828125,0.00019999999494757503,0.0005000000237487257,2.4551121896365657e-05
51904512,0.21621248126029968,0.3204393982887268,0.014419772662222385,0.0031235357746481895,-5.769467353820801,30.31304359436035,0.00019999999494757503,0.0005000000237487257,0.00011469583841972053
51970048,0.21592575311660767,0.25506484508514404,0.011477919295430183,0.0039780461229383945,-5.77175235748291,21.697412490844727,0.00019999999494757503,0.0005000000237487257,0.0002524115261621773
52035584,0.21563903987407684,0.2063235193490982,0.00928455963730812,0.004900985397398472,-5.774029731750488,23.020448684692383,0.00019999999494757503,0.0005000000237487257,0.0001335146080236882
52101120,0.21535232663154602,0.6751675605773926,0.030382540076971054,0.003726238152012229,-5.777894496917725,26.603599548339844,0.00019999999494757503,0.0005000000237487257,5.154103200766258e-05
52166656,0.215065598487854,0.4004497230052948,0.018020236864686012,0.003151482669636607,-5.784417629241943,29.923572540283203,0.00019999999494757503,0.0005000000237487257,4.3180501961614937e-05
52232192,0.21477888524532318,0.23427993059158325,0.010542597621679306,0.004668101668357849,-5.7840166091918945,25.83559226989746,0.00019999999494757503,0.0005000000237487257,0.0002705611113924533
52297728,0.21449215710163116,0.2178507298231125,0.009803283028304577,0.00420726090669632,-5.790137767791748,20.38410186767578,0.00019999999494757503,0.0005000000237487257,0.00024644905352033675
52363264,0.21420544385910034,0.4934637248516083,0.022205866873264313,0.002960376674309373,-5.790397644042969,20.501461029052734,0.00019999999494757503,0.0005000000237487257,0.00017371537978760898
52428800,0.21391871571540833,0.4965469539165497,0.02234461158514023,0.0040243035182356834,-5.793334007263184,32.802490234375,0.00019999999494757503,0.0005000000237487257,3.829924753517844e-05
52494336,0.2136320024728775,0.3306694030761719,0.014880124479532242,0.002818589098751545,-5.793879985809326,20.02140998840332,0.00019999999494757503,0.0005000000237487257,5.2596045861719176e-05
52559872,0.21334527432918549,2.885470390319824,0.12984617054462433,0.0030211254488676786,-5.800330638885498,41.40094757080078,0.00019999999494757503,0.0005000000237487257,7.020506745902821e-05
52625408,0.21305856108665466,2.9974303245544434,0.13488435745239258,0.0038246153853833675,-5.804402828216553,50.8624267578125,0.00019999999494757503,0.0005000000237487257,3.740944157470949e-05
52690944,0.21277183294296265,2.6542468070983887,0.11944109946489334,0.0037607764825224876,-5.805092811584473,33.19408416748047,0.00019999999494757503,0.0005000000237487257,1.780088678060565e-05
52756480,0.21248511970043182,1.910575032234192,0.08597587049007416,0.00402109045535326,-5.809243202209473,27.540380477905273,0.00019999999494757503,0.0005000000237487257,0.0001387668598908931
52822016,0.212198406457901,2.0028791427612305,0.09012956917285919,0.004626966547220945,-5.813052654266357,18.040084838867188,0.00019999999494757503,0.0005000000237487257,6.716880307067186e-05
52887552,0.21191167831420898,0.6683397889137268,0.03007529303431511,0.0026205959729850292,-5.818979740142822,36.29718017578125,0.00019999999494757503,0.0005000000237487257,0.00014903757255524397
52953088,0.21162496507167816,0.3193380534648895,0.014370213262736797,0.0031900531612336636,-5.823066711425781,35.079341888427734,0.00019999999494757503,0.0005000000237487257,9.401491843163967e-05
53018624,0.21133823692798615,0.4062836766242981,0.01828276738524437,0.0023321560584008694,-5.826361656188965,34.564414978027344,0.00019999999494757503,0.0005000000237487257,4.5276214223122224e-05
53084160,0.21105152368545532,0.3878548741340637,0.017453471198678017,0.0033436291851103306,-5.832819938659668,30.533735275268555,0.00019999999494757503,0.0005000000237487257,4.876151433563791e-05
53149696,0.2107647955417633,0.41493353247642517,0.01867200806736946,0.003901525866240263,-5.8339362144470215,28.150487899780273,0.00019999999494757503,0.0005000000237487257,0.00011899112723767757
53215232,0.21047808229923248,0.3725776672363281,0.01676599681377411,0.0022490595001727343,-5.83698844909668,24.016000747680664,0.00019999999494757503,0.0005000000237487257,0.00013233182835392654
53280768,0.21019135415554047,0.2687123715877533,0.01209205575287342,0.003367333672940731,-5.84039831161499,29.08601951599121,0.00019999999494757503,0.0005000000237487257,0.0002339960919925943
53346304,0.20990464091300964,0.2681348919868469,0.012066071853041649,0.0053463284857571125,-5.840975284576416,24.61667823791504,0.00019999999494757503,0.0005000000237487257,0.0002969834895338863
53411840,0.20961791276931763,0.37955716252326965,0.017080072313547134,0.003795941360294819,-5.84581995010376,24.932186126708984,0.00019999999494757503,0.0005000000237487257,0.00013346195919439197
53477376,0.2093311995267868,0.7481489181518555,0.0336667038500309,0.004048458766192198,-5.848016738891602,24.332958221435547,0.00019999999494757503,0.0005000000237487257,2.9182394428062253e-05
53542912,0.20904448628425598,0.40109941363334656,0.01804947480559349,0.002301473170518875,-5.850337028503418,28.38744354248047,0.00019999999494757503,0.0005000000237487257,7.704494055360556e-05
53608448,0.20875775814056396,0.2853618860244751,0.012841286137700081,0.0031909658573567867,-5.853045463562012,20.901649475097656,0.00019999999494757503,0.0005000000237487257,0.00040355167584493756
53673984,0.20847104489803314,0.23858892917633057,0.010736502707004547,0.00296976906247437,-5.855994701385498,19.92230224609375,0.00019999999494757503,0.0005000000237487257,0.00012820576375816017
53739520,0.20818431675434113,0.5884006023406982,0.026478026062250137,0.0030891927890479565,-5.857452392578125,25.18494987487793,0.00019999999494757503,0.0005000000237487257,5.922032141825184e-05
53805056,0.2078976035118103,0.4997613728046417,0.022489262744784355,0.0033100652508437634,-5.863368034362793,23.7141170501709,0.00019999999494757503,0.0005000000237487257,1.9291310309199616e-05
53870592,0.2076108753681183,0.289122074842453,0.013010493479669094,0.0030576512217521667,-5.865950107574463,22.58885955810547,0.00019999999494757503,0.0005000000237487257,0.00011533217184478417
53936128,0.20732416212558746,0.2545514404773712,0.011454815976321697,0.0032045035623013973,-5.867745876312256,22.664051055908203,0.00019999999494757503,0.0005000000237487257,0.00032560882391408086
54001664,0.20703743398189545,0.2144506573677063,0.009650279767811298,0.003920698072761297,-5.8675665855407715,22.78487205505371,0.00019999999494757503,0.0005000000237487257,0.00024343255790881813
54067200,0.20675072073936462,0.2115315943956375,0.009518923237919807,0.0030588710214942694,-5.8724188804626465,22.779611587524414,0.00019999999494757503,0.0005000000237487257,0.00013707831385545433
54132736,0.2064639925956726,0.20741093158721924,0.009333492256700993,0.0035243197344243526,-5.875694751739502,26.28689193725586,0.00019999999494757503,0.0005000000237487257,0.0004085740656591952
54198272,0.20617727935314178,2.8993473052978516,0.1304706335067749,0.002784899203106761,-5.881158828735352,40.6903076171875,0.00019999999494757503,0.0005000000237487257,9.1685084044002e-05
54263808,0.20589056611061096,3.051908016204834,0.137335866689682,0.003284753067418933,-5.883963108062744,44.09772491455078,0.00019999999494757503,0.0005000000237487257,3.359328911756165e-05
54329344,0.20560383796691895,2.8413968086242676,0.1278628557920456,0.0037133563309907913,-5.8915324211120605,32.314430236816406,0.00019999999494757503,0.0005000000237487257,1.5268293282133527e-05
54394880,0.20531712472438812,1.6171047687530518,0.07276970893144608,0.0034270246978849173,-5.893902778625488,27.075977325439453,0.00019999999494757503,0.0005000000237487257,0.00015448998601641506
54460416,0.2050303965806961,1.6631170511245728,0.07484027743339539,0.004835730418562889,-5.897181510925293,24.549806594848633,0.00019999999494757503,0.0005000000237487257,6.714411574648693e-05
54525952,0.20474368333816528,0.5820638537406921,0.02619287371635437,0.0020766251254826784,-5.899402618408203,36.18193435668945,0.00019999999494757503,0.0005000000237487257,0.00012414102093316615
54591488,0.20445695519447327,0.2949087619781494,0.013270894065499306,0.0021791826002299786,-5.903787612915039,31.135555267333984,0.00019999999494757503,0.0005000000237487257,8.269254612969235e-05
54657024,0.20417024195194244,0.2190382182598114,0.00985671952366829,0.003164662979543209,-5.91037654876709,31.97482681274414,0.00019999999494757503,0.0005000000237487257,7.05504571669735e-05
54722560,0.20388351380825043,0.18701951205730438,0.008415878750383854,0.002609549555927515,-5.912594318389893,25.635948181152344,0.00019999999494757503,0.0005000000237487257,7.201370317488909e-05
54788096,0.2035968005657196,0.1643383651971817,0.007395227439701557,0.00450493860989809,-5.909832954406738,32.5133056640625,0.00019999999494757503,0.0005000000237487257,0.00017907647998072207
54853632,0.20331008732318878,0.5687010288238525,0.025591548532247543,0.0027395877987146378,-5.915591716766357,30.376388549804688,0.00019999999494757503,0.0005000000237487257,0.0001249423949047923
54919168,0.20302335917949677,0.19594550132751465,0.008817547932267189,0.0030560556333512068,-5.918922424316406,25.137468338012695,0.00019999999494757503,0.0005000000237487257,0.00014708902745041996
54984704,0.20273664593696594,0.1860535740852356,0.008372410200536251,0.0027938666753470898,-5.9210944175720215,20.12616729736328,0.00019999999494757503,0.0005000000237487257,0.00019261812849435955
55050240,0.20244991779327393,0.3426732122898102,0.015420295298099518,0.00326256244443357,-5.924452781677246,30.137948989868164,0.00019999999494757503,0.0005000000237487257,6.524620403070003e-05
55115776,0.2021632045507431,0.36664286255836487,0.016498930752277374,0.0033315427135676146,-5.925844192504883,31.303281784057617,0.00019999999494757503,0.0005000000237487257,2.4530867449357174e-05
55181312,0.2018764764070511,0.2558215260505676,0.011511968448758125,0.0028054220601916313,-5.92893123626709,27.03213882446289,0.00019999999494757503,0.0005000000237487257,8.066214650170878e-05
55246848,0.20158976316452026,0.20868924260139465,0.009391016326844692,0.003309783758595586,-5.929770469665527,19.399818420410156,0.00019999999494757503,0.0005000000237487257,0.00020616601977963
55312384,0.20130303502082825,0.18129239976406097,0.008158158510923386,0.0029518967494368553,-5.9341254234313965,20.616491317749023,0.00019999999494757503,0.0005000000237487257,0.0001388638629578054
55377920,0.20101632177829742,0.5214474201202393,0.02346513420343399,0.003442752407863736,-5.936913967132568,24.581451416015625,0.00019999999494757503,0.0005000000237487257,7.983780233189464e-05
55443456,0.2007295936346054,0.5564384460449219,0.025039728730916977,0.0032067415304481983,-5.939952850341797,22.20179557800293,0.00019999999494757503,0.0005000000237487257,1.8447830370860174e-05
55508992,0.20044288039207458,0.28806886076927185,0.012963097542524338,0.0029595824889838696,-5.944742679595947,24.214618682861328,0.00019999999494757503,0.0005000000237487257,8.5151543316897e-05
55574528,0.20015616714954376,0.20376552641391754,0.009169449098408222,0.0041807531379163265,-5.950234413146973,21.433422088623047,0.00019999999494757503,0.0005000000237487257,0.00032537899096496403
55640064,0.19986943900585175,0.18148493766784668,0.008166822604835033,0.003102536778897047,-5.953671455383301,20.33846092224121,0.00019999999494757503,0.0005000000237487257,0.0003184841189067811
55705600,0.19958272576332092,0.5589841604232788,0.02515428513288498,0.004411134868860245,-5.958400726318359,35.71497344970703,0.00019999999494757503,0.0005000000237487257,0.0001027449470711872
55771136,0.1992959976196289,0.23333831131458282,0.010500224307179451,0.0024501350708305836,-5.958469867706299,26.407421112060547,0.00019999999494757503,0.0005000000237487257,0.0002105590101564303
55836672,0.19900928437709808,2.9468963146209717,0.13261035084724426,0.0038282026071101427,-5.965077877044678,42.7090950012207,0.00019999999494757503,0.0005000000237487257,6.808484613429755e-05
55902208,0.19872255623340607,3.133160352706909,0.14099222421646118,0.00288588204421103,-5.966547012329102,50.21809387207031,0.00019999999494757503,0.0005000000237487257,3.254392140661366e-05
55967744,0.19843584299087524,3.026823043823242,0.13620705902576447,0.0034751459024846554,-5.971323490142822,27.640674591064453,0.00019999999494757503,0.0005000000237487257,1.687377516645938e-05
56033280,0.19814911484718323,2.35430645942688,0.10594378411769867,0.002874951809644699,-5.974104404449463,24.3466796875,0.00019999999494757503,0.0005000000237487257,0.00012664606038015336
56098816,0.1978624016046524,2.3136954307556152,0.1041162982583046,0.005087719764560461,-5.9778923988342285,24.201021194458008,0.00019999999494757503,0.0005000000237487257,6.420673162210733e-05
56164352,0.1975756734609604,0.7678648233413696,0.03455392271280289,0.002057420089840889,-5.979884624481201,38.7769775390625,0.00019999999494757503,0.0005000000237487257,0.000151065643876791
56229888,0.19728896021842957,0.32205623388290405,0.01449253037571907,0.0020543313585221767,-5.983303070068359,29.17616081237793,0.00019999999494757503,0.0005000000237487257,9.430096542928368e-05
56295424,0.19700224697589874,0.2812775671482086,0.012657491490244865,0.0022147519048303366,-5.987800598144531,22.200042724609375,0.00019999999494757503,0.0005000000237487257,6.338549428619444e-05
56360960,0.19671551883220673,0.3165222704410553,0.014243502169847488,0.003338026814162731,-5.991429805755615,26.00287628173828,0.00019999999494757503,0.0005000000237487257,5.22179834661074e-05
56426496,0.1964288055896759,0.4558465778827667,0.020513096824288368,0.003112251404672861,-5.9930524826049805,23.053483963012695,0.00019999999494757503,0.0005000000237487257,0.00011225663183722645
