frame,drone/policy_loss,drone/expert_kl_loss,drone/expert_action_mse,drone/effective_expert_kl_coef,drone/value_loss,drone/critic_grad_norm,drone/actor_grad_norm,drone/TP_loss,train/stats.return,eval/stats.return,train/stats.success,eval/stats.success
5636096,0.10608968138694763,0.5331584811210632,0.023992132395505905,0.4000000059604645,0.12456344068050385,0.2769688367843628,1.5709731578826904,0.00017872128228191286,,,,
5701632,0.018892213702201843,0.28475138545036316,0.012813812121748924,0.4000000059604645,0.09079045057296753,0.16424492001533508,45.73183059692383,0.00023626578331459314,,,,
5767168,0.02155580371618271,0.22376078367233276,0.010069236159324646,0.4000000059604645,0.12266592681407928,0.22382058203220367,59.87128448486328,0.0013800743035972118,,,,
5832704,0.019840123131871223,0.15570256114006042,0.007006615400314331,0.4000000059604645,0.1859208047389984,0.40811461210250854,63.3228645324707,0.0013035066658630967,,,,
5898240,0.02679537422955036,0.18753615021705627,0.008439128287136555,0.4000000059604645,0.17087341845035553,0.3376826345920563,61.34087371826172,0.0011092108907178044,,,,
5963776,0.025257954373955727,0.9580009579658508,0.043110039085149765,0.4000000059604645,0.11971892416477203,0.291286826133728,53.62311553955078,0.0012319082161411643,,,,
6029312,0.10280728340148926,0.5374791026115417,0.02418655902147293,0.4000000059604645,0.12192976474761963,0.25451695919036865,1.5510890483856201,0.00047332499525509775,,,,
6094848,0.04657770320773125,0.3698773682117462,0.01664448156952858,0.4000000059604645,0.0800853967666626,0.17948883771896362,46.08435821533203,0.00036923098377883434,,,,
6160384,0.01902570016682148,0.23614616692066193,0.010626577772200108,0.4000000059604645,0.0995807945728302,0.2809968888759613,46.46501159667969,0.0011282578343525529,,,,
6225920,0.03722306340932846,0.21126164495944977,0.009506774134933949,0.4000000059604645,0.11536557972431183,0.21340951323509216,50.69353485107422,0.001359324436634779,-65.15084838867188,,0.01603849232196808,
6291456,0.038588739931583405,0.2198864221572876,0.00989488884806633,0.4000000059604645,0.125481978058815,0.2201177328824997,55.463043212890625,0.0005255301366560161,,,,
6356992,0.033196356147527695,0.6387139558792114,0.028742128983139992,0.4000000059604645,0.08820614218711853,0.2963317036628723,58.35008239746094,0.0005272137932479382,,,,
6422528,0.030478402972221375,0.41721880435943604,0.018774844706058502,0.4000000059604645,0.10544483363628387,0.2249516248703003,43.09078598022461,0.0002133239759132266,,,,
6488064,0.02162945829331875,0.34890684485435486,0.01570080779492855,0.4000000059604645,0.06298484653234482,0.1957281231880188,45.02119445800781,0.00021814802312292159,,,,
6553600,0.028197813779115677,0.200724259018898,0.009032591246068478,0.4000000059604645,0.11223460733890533,0.2150546759366989,47.247825622558594,0.0010953295277431607,,,,
6619136,0.026070712134242058,0.19870762526988983,0.008941843174397945,0.4000000059604645,0.11210231482982635,0.606676459312439,45.52782440185547,0.0027832170017063618,,3.79293155670166,,0.794921875
6684672,0.03833679109811783,0.7139075994491577,0.03212583810091019,0.4000000059604645,0.020042285323143005,0.6678010821342468,81.12247467041016,0.0003328068705741316,,,,
6750208,0.07045707106590271,0.31721287965774536,0.014274579472839832,0.4000000059604645,1.8184306621551514,0.6204019784927368,79.53948974609375,0.00010705085878726095,-0.8354642391204834,,0.5753323435783386,
6815744,0.013332255184650421,0.4680040180683136,0.02106018364429474,0.4000000059604645,0.1336645632982254,0.23048123717308044,43.46889114379883,0.00016698395484127104,,,,
6881280,0.019674217328429222,0.4666239619255066,0.02099807932972908,0.4000000059604645,0.19340167939662933,0.19951146841049194,65.67516326904297,0.0005578318377956748,,,,
6946816,0.023334193974733353,0.16883346438407898,0.007597506511956453,0.4000000059604645,0.14641496539115906,0.5724607706069946,64.02412414550781,0.0007955742767080665,,,,
7012352,0.041784707456827164,0.23087942600250244,0.01038957480341196,0.4000000059604645,0.12796565890312195,0.34958696365356445,51.7528076171875,0.000732571177650243,,,,
7077888,0.02484476938843727,0.17151200771331787,0.0077180415391922,0.4000000059604645,0.11707455664873123,0.20421017706394196,63.31843948364258,0.001865142723545432,,,,
7143424,0.11556342244148254,0.2021961510181427,0.009098827838897705,0.4000000059604645,0.1224498450756073,0.32179901003837585,6.163241863250732,0.0008461216930299997,,,,
7208960,0.07359985262155533,0.7294232845306396,0.03282405063509941,0.4000000059604645,0.07509847730398178,0.3911178708076477,34.84835433959961,0.00026007211999967694,,,,
7274496,0.07184697687625885,0.3910857141017914,0.01759885810315609,0.4000000059604645,0.09813719987869263,0.3848367929458618,4.8676252365112305,0.00014540718984790146,,,,
7340032,0.025621866807341576,0.2846026122570038,0.012807117775082588,0.4000000059604645,0.09627465903759003,0.15787452459335327,46.9747314453125,0.00015295272169169039,,,,
7405568,0.022524278610944748,0.19179800152778625,0.008630909956991673,0.4000000059604645,0.10310018062591553,0.15350717306137085,59.50429153442383,0.0015010189963504672,,,,
7471104,0.030808979645371437,0.15450260043144226,0.006952617317438126,0.4000000059604645,0.21814197301864624,0.5313888788223267,64.91107940673828,0.002212917897850275,-40.703243255615234,,0.05062082037329674,
7536640,0.026750164106488228,0.17254126071929932,0.0077643562108278275,0.4000000059604645,0.18369337916374207,0.39386847615242004,57.612464904785156,0.0010311692021787167,,,,
7602176,0.09578784555196762,0.2423306256532669,0.010904879309237003,0.4000000059604645,0.12784326076507568,0.2640444338321686,1.549386739730835,0.0006633774610236287,,,,
7667712,0.03224208205938339,0.8873823881149292,0.03993220627307892,0.4000000059604645,0.12790465354919434,0.43554842472076416,52.814083099365234,0.0003473284305073321,,,,
7733248,0.03624410182237625,0.46590128540992737,0.020965561270713806,0.4000000059604645,0.16794398427009583,0.40240907669067383,51.380577087402344,0.0001769434893503785,,,,
7798784,0.08345570415258408,0.1791248321533203,0.008060616441071033,0.4000000059604645,0.10135698318481445,0.1578000783920288,34.20498275756836,0.0005867906147614121,,,,
7864320,0.05305858701467514,0.2094087302684784,0.0094233937561512,0.4000000059604645,0.10120172053575516,0.19203440845012665,18.337841033935547,0.0016486367676407099,,,,
7929856,0.024308720603585243,0.20400592684745789,0.009180266410112381,0.4000000059604645,0.0844922810792923,0.2023153454065323,48.669158935546875,0.0005309558473527431,,,,
7995392,0.028110617771744728,0.44105952978134155,0.019847678020596504,0.4000000059604645,0.07467122375965118,0.20495204627513885,56.48070526123047,0.0004699588462244719,,,,
8060928,0.029339157044887543,0.42562735080718994,0.019153233617544174,0.4000000059604645,0.10094155371189117,0.18711191415786743,45.319976806640625,0.0004184725694358349,,,,
8126464,0.01422830205410719,0.17974606156349182,0.008088572882115841,0.4000000059604645,0.07648787647485733,0.20880812406539917,52.528419494628906,0.000278427847661078,-65.05070495605469,,0.014299333095550537,
8192000,0.019978079944849014,0.1809699535369873,0.008143647573888302,0.4000000059604645,0.06760384142398834,0.25621020793914795,41.31028747558594,0.0009481025044806302,,,,
8257536,0.0658799558877945,0.20903727412223816,0.009406678378582,0.4000000059604645,0.09236528724431992,0.45630577206611633,12.900094985961914,0.0009127859375439584,,12.446965217590332,,0.7822265625
8323072,0.051428042352199554,0.6472423076629639,0.02912590280175209,0.4000000059604645,0.03506173938512802,0.7340969443321228,85.6776123046875,0.00030803930712863803,,,,
8388608,0.20222407579421997,0.3056384325027466,0.013753728941082954,0.4000000059604645,1.78578519821167,0.8353668451309204,0.24386489391326904,8.509782492183149e-05,,,,
8454144,0.10770320892333984,0.42613956332206726,0.01917628012597561,0.4000000059604645,0.132222518324852,0.301387220621109,0.2249102145433426,0.00016862079792190343,,,,
8519680,0.03862699493765831,0.26602575182914734,0.011971160769462585,0.4000000059604645,0.22489118576049805,0.8732219934463501,70.65569305419922,0.0006022473098710179,,,,
8585216,0.02461482584476471,0.18109183013439178,0.008149133063852787,0.4000000059604645,0.17494897544384003,1.3060585260391235,61.837890625,0.0007911019492894411,,,,
8650752,0.020297296345233917,0.24450720846652985,0.011002824641764164,0.4000000059604645,0.1608000546693802,0.7109240293502808,62.26373291015625,0.0006115026189945638,27.131105422973633,,0.7916666865348816,
8716288,0.10504867881536484,0.16965660452842712,0.0076345475390553474,0.4000000059604645,0.12981802225112915,0.29700252413749695,23.887195587158203,0.002732968656346202,,,,
8781824,0.1305619776248932,0.1516602635383606,0.006824711803346872,0.4000000059604645,0.1400742530822754,0.2575598955154419,0.28964900970458984,0.001163490116596222,,,,
8847360,0.12951475381851196,0.6240544319152832,0.028082450851798058,0.4000000059604645,0.11709623038768768,0.3533588647842407,1.3080077171325684,0.0003211037255823612,,,,
8912896,0.06651810556650162,0.40849435329437256,0.018382249400019646,0.4000000059604645,0.11644111573696136,0.4098614454269409,27.663658142089844,0.00013268107431940734,,,,
8978432,0.02007189765572548,0.318206250667572,0.0143192820250988,0.4000000059604645,0.10280480980873108,0.445376455783844,41.98798370361328,0.00015209120465442538,,,,
9043968,0.10003070533275604,0.21753764152526855,0.009789194911718369,0.4000000059604645,0.0740940049290657,0.3685723841190338,14.437271118164062,0.0009639675845392048,,,,
9109504,0.026038464158773422,0.16944794356822968,0.007625157944858074,0.4000000059604645,0.1470761001110077,0.541252613067627,62.189430236816406,0.0010051493300125003,,,,
9175040,0.03337597846984863,0.1711755394935608,0.007702899165451527,0.4000000059604645,0.16528356075286865,0.2819848954677582,61.70884323120117,0.0006686158594675362,-53.172645568847656,,0.01043643243610859,
9240576,0.04174536466598511,0.36853066086769104,0.0165838822722435,0.4000000059604645,0.11487814038991928,0.5390857458114624,40.1735725402832,0.0008227777434512973,,,,
9306112,0.027235547080636024,0.5848276615142822,0.02631724812090397,0.4000000059604645,0.13784775137901306,0.3985068202018738,44.511104583740234,0.0003477420541457832,,,,
9371648,0.19426508247852325,0.41314437985420227,0.0185915008187294,0.4000000059604645,0.12150553613901138,0.22121074795722961,0.17785222828388214,0.00020184676395729184,,,,
9437184,0.1445520669221878,0.21596062183380127,0.009718228131532669,0.4000000059604645,0.10288766026496887,0.2703101933002472,0.20486317574977875,0.0009261150844395161,,,,
9502720,0.1838693469762802,0.20002338290214539,0.009001052938401699,0.4000000059604645,0.10430710762739182,0.4295046925544739,0.21095390617847443,0.002108159940689802,,,,
9568256,0.1793823391199112,0.20244160294532776,0.009109873324632645,0.4000000059604645,0.09151436388492584,0.1894751489162445,0.17947712540626526,0.000528218224644661,,,,
9633792,0.1433352828025818,0.183571457862854,0.008260715752840042,0.4000000059604645,0.07451950013637543,0.15368761122226715,0.1273527890443802,0.0004800381720997393,,,,
9699328,0.11119165271520615,0.6201947927474976,0.02790876477956772,0.4000000059604645,0.10045638680458069,0.5553416013717651,0.18068388104438782,0.00044500574585981667,,,,
9764864,0.12996068596839905,0.25908365845680237,0.011658765375614166,0.4000000059604645,0.12102958559989929,0.4022946357727051,0.18483081459999084,0.00012878671986982226,,,,
9830400,0.1578240692615509,0.15018562972545624,0.0067583536729216576,0.4000000059604645,0.13894551992416382,0.2424938678741455,0.17963092029094696,0.00042123915045522153,-58.41572570800781,,0.00659133680164814,
9895936,0.13283109664916992,0.41703295707702637,0.018766483291983604,0.4000000059604645,0.10137568414211273,0.25979435443878174,0.19116368889808655,0.0015882749576121569,,16.656452178955078,,0.732421875
9961472,0.1454494744539261,0.7461094856262207,0.03357492759823799,0.39971327781677246,0.02880144864320755,0.5428603291511536,12.462258338928223,0.00028742433642037213,,,,
10027008,0.18753615021705627,0.3151959180831909,0.01418381743133068,0.39942654967308044,1.797202229499817,1.0440521240234375,2.478151798248291,7.716486288700253e-05,,,,
10092544,0.13115181028842926,0.3334541618824005,0.015005438588559628,0.3991398513317108,0.07062037289142609,0.22520440816879272,3.103240966796875,0.00013707483594771475,,,,
10158080,0.03802502527832985,0.448369562625885,0.020176630467176437,0.3988531231880188,0.18924985826015472,0.6131197810173035,72.5937728881836,0.0004428148386068642,,,,
10223616,0.10872900485992432,0.25012072920799255,0.011255433782935143,0.3985663950443268,0.13202819228172302,1.0161412954330444,1.5155521631240845,0.0006338141392916441,,,,
10289152,0.066374272108078,0.29335445165634155,0.013200953602790833,0.39827966690063477,0.13107040524482727,0.7096343040466309,33.43648147583008,0.000602955580689013,,,,
10354688,0.026547830551862717,0.38586610555648804,0.017363974824547768,0.39799296855926514,0.11419668793678284,0.47455498576164246,55.14936828613281,0.0029521326068788767,,,,
10420224,0.13972613215446472,0.23224946856498718,0.010451226495206356,0.3977062404155731,0.1017913818359375,0.23169730603694916,1.9817274808883667,0.0008662756881676614,11.384651184082031,,0.6031631827354431,
10485760,0.13698044419288635,0.6378618478775024,0.028703782707452774,0.3974195122718811,0.10339978337287903,0.5463090538978577,8.584830284118652,0.00026415992761030793,,,,
10551296,0.09038286656141281,0.9664208889007568,0.043488942086696625,0.3971328139305115,0.11052059382200241,0.812813401222229,14.213773727416992,0.00012253565364517272,,,,
10616832,0.038911059498786926,0.32473403215408325,0.014613030478358269,0.39684608578681946,0.09214139729738235,0.32059165835380554,38.690826416015625,0.00011626037303358316,,,,
10682368,0.06842948496341705,0.3345347046852112,0.015054063871502876,0.39655935764312744,0.07061292231082916,0.20314772427082062,28.203018188476562,0.00041252613300457597,,,,
10747904,0.07182766497135162,0.4292025566101074,0.01931411772966385,0.3962726294994354,0.11050179600715637,0.20613089203834534,44.59735870361328,0.0019285485614091158,,,,
10813440,0.18010291457176208,0.26999199390411377,0.012149638496339321,0.3959859311580658,0.2117278277873993,0.2729131579399109,0.35939091444015503,0.000795027066487819,,,,
10878976,0.1494329869747162,0.6280505061149597,0.028262274339795113,0.3956992030143738,0.191919207572937,0.2961084246635437,0.1924344152212143,0.00031630383455194533,,,,
10944512,0.17204686999320984,0.8497002124786377,0.038236506283283234,0.39541247487068176,0.16369573771953583,0.3350955545902252,0.30490657687187195,0.00018999142048414797,,,,
11010048,0.22737520933151245,0.39784130454063416,0.017902858555316925,0.39512574672698975,0.1467549204826355,0.46366679668426514,0.20992834866046906,0.00013322732411324978,,,,
11075584,0.2199822962284088,0.26097819209098816,0.011744019575417042,0.3948390483856201,0.1190938949584961,0.3279942274093628,0.1993010938167572,0.0006473836838267744,,,,
11141120,0.28242364525794983,0.20619288086891174,0.009278679266571999,0.3945523202419281,0.1431061327457428,0.3557722568511963,0.13192006945610046,0.0011861969251185656,,,,
11206656,0.3752262592315674,0.21982410550117493,0.009892086498439312,0.3942655920982361,0.12160586565732956,0.2994399666786194,0.22931577265262604,0.00042885285802185535,-53.053043365478516,,0.014164306223392487,
11272192,0.23100416362285614,0.18238678574562073,0.008207404986023903,0.39397889375686646,0.11284667253494263,0.21657021343708038,0.1825144737958908,0.0003521959879435599,,,,
11337728,0.19500893354415894,0.7007907032966614,0.03153558075428009,0.39369216561317444,0.12065384536981583,0.8852269649505615,0.1568201780319214,0.000330910348566249,,,,
11403264,0.15595099329948425,0.2871992588043213,0.012923967093229294,0.3934054374694824,0.1731959879398346,0.252199649810791,0.19783994555473328,9.189503907691687e-05,,,,
11468800,0.20148257911205292,0.22921402752399445,0.010314632207155228,0.3931187093257904,0.16570806503295898,0.2715870141983032,0.17237631976604462,0.00038579662214033306,,,,
11534336,0.25178587436676025,0.232468843460083,0.01046109851449728,0.3928320109844208,0.21771351993083954,0.4068119525909424,0.21700681746006012,0.0022893326822668314,,-2.0746023654937744,,0.5888671875
11599872,0.14867544174194336,0.7704846262931824,0.03467181324958801,0.39254528284072876,0.03763038292527199,1.0803589820861816,12.430704116821289,0.00023981780395843089,,,,
11665408,0.07176798582077026,0.3416200876235962,0.015372904017567635,0.39225855469703674,1.994908332824707,1.0723059177398682,85.05364990234375,7.505025860155001e-05,0.2433486431837082,,0.5957607626914978,
11730944,0.03642582893371582,0.46047523617744446,0.02072138711810112,0.3919718265533447,0.20267358422279358,0.3144044280052185,49.728858947753906,0.00017611993825994432,,,,
11796480,0.020275715738534927,0.424008846282959,0.019080400466918945,0.3916851282119751,0.4104636013507843,1.0690348148345947,63.281558990478516,0.0005580631550401449,,,,
11862016,0.06974775344133377,0.24130716919898987,0.010858822613954544,0.3913984000682831,0.2766909599304199,0.941806972026825,29.289836883544922,0.0008822974632494152,,,,
11927552,0.15308819711208344,0.1495625525712967,0.006730315741151571,0.39111167192459106,0.1403704732656479,0.4900835156440735,0.1865978240966797,0.0009104962227866054,,,,
11993088,0.13004286587238312,0.15859465301036835,0.00713675981387496,0.39082497358322144,0.1051727756857872,0.5240744948387146,1.5841774940490723,0.002408177126199007,,,,
12058624,0.0788268968462944,0.16072431206703186,0.00723259337246418,0.3905382454395294,0.23465487360954285,0.9598632454872131,53.69140625,0.0007243503932841122,,,,
12124160,0.06826793402433395,0.7447177767753601,0.03351229801774025,0.3902515172958374,0.20822568237781525,0.37556785345077515,57.04164505004883,0.00027477130061015487,,,,
